loan_amount,sanction_amount,net_disbursement,processing_fee,gst,income,bank_balance_at_application,employment_status,marital_status,zipcode,residence_type,age,loan_purpose,installment_start_dt,disbursal_date,principal_outstanding,default,diff,pct,valid_loan,valid_gst,valid_net_disbursement,valid_principal_outstanding,valid_bank_balance
97323,117095,439209,1141.04,126.52,71567,59407,Self-employed,Divorced,75352,Parental,33,Home,2036-03-01,2036-01-30,260038,1,-1.01,0.75,True,False,False,True,True
240561,394531,390215,2422.99,505.28,90598,28802,Unemployed,Married,42084,Rented,35,Home,2036-03-02,2036-01-31,397909,0,1.5,0.46,True,True,False,False,False
109996,337731,374421,2382.37,160.99,135151,88223,Salaried,Single,21940,Parental,25,Business,2036-03-03,2036-02-01,330872,0,-1.44,0.55,False,True,True,False,False
431455,73795,371265,3403.51,585.67,23757,24094,Self-employed,Married,56072,Rented,35,Home,2036-03-04,2036-02-02,173863,0,-0.03,0.76,True,True,False,True,False
240751,96798,284886,1160.87,892.67,14759,22685,Self-employed,Married,20479,Rented,25,Education,2036-03-05,2036-02-03,175513,0,-0.56,0.43,True,False,False,True,False
329821,351716,132175,2927.66,794.54,72911,7525,Unemployed,Divorced,10630,Owned,42,Home,2036-03-06,2036-02-04,279470,0,-0.05,0.87,False,True,False,False,False
50350,407052,204030,2780.6,342.19,91021,85601,Unemployed,Married,79286,Rented,62,Car,2036-03-07,2036-02-05,251036,0,2.38,0.11,True,True,False,False,True
496436,114355,378775,1318.6,677.9,60054,8098,Unemployed,Married,29640,Parental,41,Car,2036-03-08,2036-02-06,12000,0,0.31,0.24,True,False,False,True,True
485113,163986,312528,1306.58,343.45,106178,31712,Self-employed,Single,98119,Rented,49,Car,2036-03-09,2036-02-07,76781,0,-0.08,0.23,True,False,False,True,False
359259,398383,428574,3586.34,453.1,95779,29556,Unemployed,Divorced,96851,Rented,43,Car,2036-03-10,2036-02-08,202391,0,1.22,0.5,False,False,True,False,True
393776,429532,360233,2058.16,311.52,32859,38583,Unemployed,Married,94306,Parental,59,Home,2036-03-11,2036-02-09,245626,0,1.15,0.58,False,True,True,False,True
399065,233604,344911,1129.56,700.59,93283,48698,Self-employed,Married,17758,Parental,46,Car,2036-03-12,2036-02-10,249017,0,0.01,0.68,False,False,False,True,True
152277,63028,81095,2407.91,861.89,18426,18030,Unemployed,Divorced,71540,Owned,47,Car,2036-03-13,2036-02-11,167531,1,0.2,0.14,True,True,False,False,False
394368,490687,155809,4421.21,592.07,22687,89443,Salaried,Single,30064,Owned,27,Education,2036-03-14,2036-02-12,243984,0,-0.53,0.07,True,True,False,True,False
380129,51119,455638,3032.86,732.1,16419,18816,Salaried,Married,57580,Owned,38,Education,2036-03-15,2036-02-13,179498,0,-0.54,0.77,False,True,False,False,False
88917,460489,142349,1966.96,632.93,145560,83160,Self-employed,Single,50395,Owned,24,Car,2036-03-16,2036-02-14,189043,0,0.83,0.35,True,False,True,True,False
74504,357241,311950,2511.35,701.05,105596,7984,Unemployed,Single,82538,Owned,36,Car,2036-03-17,2036-02-15,399008,0,1.77,0.87,False,False,True,True,True
281215,116392,336625,4339.32,532.24,48407,95701,Self-employed,Single,47445,Owned,49,Business,2036-03-18,2036-02-16,313930,0,-0.34,0.39,True,False,True,True,False
443024,410373,300876,4628.29,520.65,73905,71521,Self-employed,Divorced,70933,Rented,55,Education,2036-03-19,2036-02-17,350999,0,1.22,0.22,True,True,True,False,False
262544,132116,108375,2999.64,272.53,116629,10148,Salaried,Divorced,82812,Rented,22,Education,2036-03-20,2036-02-18,72875,0,0.2,0.16,False,False,False,False,True
248631,65053,298446,741.66,741.66,148231,64030,Salaried,Married,37387,Parental,22,Home,2036-03-21,2036-02-19,155694,0,-2.02,0.94,False,True,False,False,True
106948,208479,320373,3879.44,175.17,79160,32989,Salaried,Married,15843,Parental,44,Education,2036-03-22,2036-02-20,19596,0,0.19,0.46,False,True,True,False,True
493223,323784,156397,2887.36,171.31,59572,93478,Unemployed,Single,41468,Owned,32,Business,2036-03-23,2036-02-21,181567,0,0.47,0.49,True,True,False,False,True
477988,57073,99931,4355.32,850.33,115280,28520,Salaried,Single,35176,Owned,47,Home,2036-03-24,2036-02-22,15265,0,-0.24,0.43,True,False,True,False,True
300572,332573,405602,4768.62,653.37,62001,95450,Self-employed,Divorced,58329,Parental,26,Education,2036-03-25,2036-02-23,320621,0,0.85,0.98,False,True,True,False,False
430189,410331,160283,1030.81,159.41,99228,40934,Unemployed,Single,89321,Rented,32,Business,2036-03-26,2036-02-24,45507,0,0.17,0.73,True,True,True,True,False
190805,216147,447283,2085.01,680.55,142877,92083,Unemployed,Single,83555,Owned,41,Home,2036-03-27,2036-02-25,177074,0,0.17,0.09,True,True,True,False,False
100152,214561,141320,3524.21,131.98,90957,53154,Unemployed,Married,36581,Owned,21,Car,2036-03-28,2036-02-26,53737,0,1.14,0.84,True,False,False,True,True
187211,165961,99186,2269.58,345.63,88875,56306,Salaried,Divorced,85898,Rented,26,Home,2036-03-29,2036-02-27,276224,0,-1.89,0.37,True,True,True,False,False
254558,234176,95938,994.2,372.89,18517,28561,Self-employed,Married,91204,Parental,23,Home,2036-03-30,2036-02-28,65232,0,-0.87,0.32,True,True,False,False,False
176455,120502,352061,3691.89,881.23,96209,94597,Salaried,Married,39249,Owned,34,Business,2036-03-31,2036-02-29,315807,0,-1.12,0.39,False,True,False,False,False
390627,80888,258712,2363.76,373.07,65516,2911,Salaried,Single,69598,Owned,61,Education,2036-04-01,2036-03-01,246832,0,0.98,0.55,False,False,False,False,False
236530,226051,423729,4284.55,495.9,59539,98977,Unemployed,Single,76665,Rented,43,Car,2036-04-02,2036-03-02,259061,1,-0.27,0.8,True,False,True,True,False
308295,330840,477615,4579.44,275.3,11266,87112,Salaried,Married,19191,Parental,54,Car,2036-04-03,2036-03-03,260052,0,-0.25,0.13,True,True,False,False,True
185406,119204,440117,836.31,449.0,130048,92468,Self-employed,Divorced,33648,Owned,61,Car,2036-04-04,2036-03-04,1140,0,1.33,0.74,False,False,True,True,False
122747,201549,328743,4488.68,694.15,78249,91842,Self-employed,Married,61190,Parental,48,Education,2036-04-05,2036-03-05,281400,0,0.22,0.38,False,True,False,True,False
173330,195198,194409,786.78,488.12,94942,31943,Salaried,Single,30196,Parental,35,Business,2036-04-06,2036-03-06,81400,0,0.37,0.1,True,False,True,True,True
378354,133452,112708,3396.33,750.16,103972,27586,Salaried,Single,14157,Parental,30,Car,2036-04-07,2036-03-07,70505,0,1.92,0.99,False,False,False,False,False
290058,219354,354871,1153.82,856.33,104886,89451,Unemployed,Divorced,55562,Rented,32,Home,2036-04-08,2036-03-08,239589,0,-1.19,0.87,False,False,True,True,True
307711,163018,383417,2144.79,584.35,88380,12940,Self-employed,Divorced,77608,Rented,42,Business,2036-04-09,2036-03-09,1167,0,1.37,0.05,False,False,False,True,False
283330,450336,147167,2652.25,559.97,126098,66796,Salaried,Single,45529,Rented,64,Education,2036-04-10,2036-03-10,106611,0,-0.59,0.36,False,False,True,False,True
133949,413314,153405,615.21,434.34,146537,44408,Self-employed,Divorced,86630,Parental,39,Education,2036-04-11,2036-03-11,320186,0,1.22,0.54,True,True,True,True,True
471919,422941,276914,3977.53,490.3,90000,66730,Unemployed,Divorced,84537,Owned,39,Car,2036-04-12,2036-03-12,83000,0,-2.29,0.62,False,True,False,True,False
467174,422582,412330,1538.71,483.22,121934,73049,Salaried,Single,24627,Rented,60,Business,2036-04-13,2036-03-13,247647,0,-0.97,0.88,True,True,False,False,False
118175,322581,308169,4161.47,288.76,115964,89561,Salaried,Divorced,11865,Rented,21,Car,2036-04-14,2036-03-14,278470,0,0.67,0.5,False,False,True,False,False
153168,424169,307111,3908.53,125.36,107477,45191,Salaried,Married,90155,Rented,54,Education,2036-04-15,2036-03-15,242099,0,0.56,0.72,False,False,False,False,False
263762,388954,357096,1544.61,136.74,24787,30986,Self-employed,Divorced,44572,Parental,32,Education,2036-04-16,2036-03-16,266770,1,0.07,0.64,False,True,True,False,True
194240,164458,367493,2986.44,504.26,133984,64688,Unemployed,Married,84654,Owned,36,Car,2036-04-17,2036-03-17,224760,0,-0.42,0.11,True,True,False,True,False
351500,59581,203392,4075.39,147.47,100904,80157,Self-employed,Single,46885,Rented,37,Education,2036-04-18,2036-03-18,379905,0,0.32,0.47,False,False,True,True,False
383436,322777,425596,2326.43,599.22,120188,68615,Self-employed,Married,72548,Owned,25,Business,2036-04-19,2036-03-19,302832,0,0.89,0.67,False,False,False,False,False
340319,355382,106173,3048.13,674.47,77681,16451,Self-employed,Married,35122,Owned,30,Education,2036-04-20,2036-03-20,208662,0,-0.16,0.95,False,True,True,True,False
140444,144019,370453,4601.89,376.78,57882,8645,Salaried,Single,98184,Owned,21,Education,2036-04-21,2036-03-21,233515,1,-2.39,0.8,False,False,False,False,True
56384,294439,167288,4173.06,451.47,80487,53332,Salaried,Divorced,12991,Owned,59,Business,2036-04-22,2036-03-22,52300,0,-0.04,0.25,True,False,False,False,False
249412,80543,126364,3523.81,191.27,34514,24996,Salaried,Divorced,57642,Owned,34,Business,2036-04-23,2036-03-23,313451,0,0.68,0.88,True,False,True,True,False
242375,244758,414214,3739.87,798.98,10649,19784,Self-employed,Married,68599,Parental,42,Home,2036-04-24,2036-03-24,148357,0,0.13,0.74,False,True,True,True,False
381094,324921,216652,4277.95,210.37,15012,93438,Unemployed,Single,36736,Owned,55,Home,2036-04-25,2036-03-25,64614,0,1.14,0.76,False,False,True,True,False
287795,289556,316511,2668.74,497.84,37990,44017,Salaried,Single,42570,Rented,40,Car,2036-04-26,2036-03-26,79747,0,1.08,0.0,True,True,True,True,True
447133,60888,277838,4040.0,613.56,102232,10497,Unemployed,Married,52963,Owned,46,Business,2036-04-27,2036-03-27,125482,0,0.91,0.59,False,True,False,False,False
150683,474473,292882,3060.86,876.67,73597,72572,Salaried,Single,70731,Owned,62,Home,2036-04-28,2036-03-28,76774,0,1.14,0.22,True,False,False,False,True
93336,247740,427127,3149.44,369.25,106225,83432,Salaried,Divorced,84850,Owned,56,Home,2036-04-29,2036-03-29,202041,0,-1.07,0.61,True,True,True,False,True
239132,167498,264957,4023.69,103.99,47228,29948,Salaried,Divorced,94927,Parental,43,Business,2036-04-30,2036-03-30,272463,0,2.41,0.29,True,False,True,False,False
211231,81130,297063,2582.33,108.36,109844,49918,Self-employed,Married,51354,Owned,39,Business,2036-05-01,2036-03-31,287385,0,0.24,0.32,False,False,True,False,False
273590,66277,272669,4202.31,724.76,115714,34215,Self-employed,Divorced,59036,Rented,59,Car,2036-05-02,2036-04-01,81944,0,0.26,0.94,True,True,False,True,True
497588,246825,269884,1975.82,563.76,104765,77199,Salaried,Divorced,61297,Rented,39,Home,2036-05-03,2036-04-02,179515,0,0.63,0.53,True,True,True,True,True
300122,457275,418232,1352.06,159.23,86166,98116,Self-employed,Single,26288,Owned,38,Car,2036-05-04,2036-04-03,353147,0,-2.18,0.84,True,False,True,True,False
270496,465265,291252,4153.96,823.55,47054,40516,Unemployed,Married,82841,Parental,38,Education,2036-05-05,2036-04-04,358313,0,-1.21,0.72,True,False,False,True,False
146607,305586,318933,1329.7,185.35,28807,97176,Salaried,Divorced,56239,Owned,43,Home,2036-05-06,2036-04-05,144511,0,1.02,0.46,True,True,False,False,False
66774,97650,290269,2532.58,189.25,12951,69133,Unemployed,Divorced,67247,Parental,44,Home,2036-05-07,2036-04-06,17440,0,1.26,0.43,True,False,True,False,True
441205,374730,111558,801.27,608.31,45007,9481,Salaried,Single,60495,Rented,42,Car,2036-05-08,2036-04-07,88023,0,0.4,0.85,False,True,False,False,True
98173,258303,334160,3336.57,559.59,114137,98483,Unemployed,Single,24345,Owned,43,Business,2036-05-09,2036-04-08,88597,0,-0.44,0.51,False,False,False,False,False
300188,353932,341083,3644.53,210.2,57117,25145,Unemployed,Divorced,52569,Rented,32,Home,2036-05-10,2036-04-09,91854,0,0.25,0.79,True,False,True,False,True
305451,232513,128315,3937.92,731.79,72643,90891,Unemployed,Divorced,64090,Parental,35,Car,2036-05-11,2036-04-10,128045,1,-1.21,0.81,True,False,True,False,False
312645,443127,124744,2824.68,810.05,93170,54059,Salaried,Married,90431,Parental,56,Home,2036-05-12,2036-04-11,126002,0,2.95,0.15,False,True,False,True,False
251532,125405,356464,1096.14,279.12,52343,68227,Self-employed,Single,30134,Owned,32,Home,2036-05-13,2036-04-12,137190,0,-0.01,0.97,False,True,True,False,True
431017,313149,344312,4319.97,538.13,117474,49502,Salaried,Married,21943,Parental,33,Education,2036-05-14,2036-04-13,233377,0,0.85,0.91,True,True,False,False,False
178720,181366,190790,2188.73,866.74,10899,80806,Unemployed,Married,76314,Owned,41,Car,2036-05-15,2036-04-14,183288,0,-0.35,0.17,True,True,True,True,True
104939,244746,284203,4708.43,659.09,117466,70381,Self-employed,Married,55746,Parental,34,Education,2036-05-16,2036-04-15,244954,0,-0.25,0.48,False,False,False,False,True
374629,453225,125977,1870.04,513.38,119360,56273,Salaried,Single,63500,Owned,58,Education,2036-05-17,2036-04-16,105114,0,1.43,0.4,True,True,True,False,False
406227,329035,261419,729.28,511.75,86056,18924,Self-employed,Married,25722,Owned,31,Business,2036-05-18,2036-04-17,1079,0,1.07,0.22,False,False,True,False,True
244238,341317,406399,3924.26,161.32,54501,88787,Self-employed,Divorced,60516,Owned,63,Home,2036-05-19,2036-04-18,249182,0,0.94,0.37,True,True,True,True,False
133595,84351,148759,4965.44,407.78,101668,72573,Unemployed,Single,83429,Owned,55,Education,2036-05-20,2036-04-19,343176,0,0.89,0.82,False,True,False,True,True
57821,127664,268983,1918.5,817.37,149371,68401,Unemployed,Divorced,94394,Owned,34,Home,2036-05-21,2036-04-20,56425,0,1.43,0.79,False,False,True,True,False
130907,141948,406726,3511.41,537.36,37608,1933,Salaried,Married,40847,Owned,21,Business,2036-05-22,2036-04-21,248268,0,-0.12,0.01,False,False,False,False,False
164893,485404,54081,1163.11,754.19,92739,99638,Self-employed,Married,13916,Owned,23,Education,2036-05-23,2036-04-22,307934,0,-0.71,0.4,False,False,True,True,True
326071,389404,175287,1381.75,472.14,66731,17849,Unemployed,Single,85081,Parental,46,Education,2036-05-24,2036-04-23,230619,0,0.48,0.41,True,True,True,False,True
269920,416261,148507,3831.66,627.93,84224,80610,Salaried,Married,65221,Owned,48,Home,2036-05-25,2036-04-24,290956,0,2.0,0.95,True,False,True,False,False
183217,293433,408931,567.84,221.41,85006,85389,Unemployed,Married,87353,Parental,21,Education,2036-05-26,2036-04-25,89854,0,0.94,0.44,True,False,True,True,True
64936,214927,95524,3814.08,250.25,78409,39394,Salaried,Married,97373,Rented,27,Business,2036-05-27,2036-04-26,358240,0,0.49,0.69,False,False,False,False,True
220431,274592,457627,2005.07,407.88,85997,2261,Unemployed,Divorced,15262,Owned,32,Education,2036-05-28,2036-04-27,375717,0,-1.42,0.61,True,False,False,True,True
485250,107830,178218,3276.38,406.66,73039,22802,Self-employed,Divorced,17404,Parental,54,Education,2036-05-29,2036-04-28,187252,0,0.27,0.9,True,False,True,True,False
421644,372191,210160,1516.02,606.53,60406,44338,Self-employed,Divorced,39152,Parental,52,Home,2036-05-30,2036-04-29,143720,0,-0.98,0.19,False,True,False,True,False
367274,286173,54691,4539.56,519.59,58008,17266,Self-employed,Divorced,81397,Owned,46,Home,2036-05-31,2036-04-30,272103,0,-0.07,0.6,True,True,True,False,False
389698,466534,71599,1482.26,111.88,56540,86143,Salaried,Married,78233,Owned,47,Home,2036-06-01,2036-05-01,125555,0,1.38,0.32,True,False,True,True,True
426807,97341,131602,672.51,895.06,122346,57926,Unemployed,Married,65659,Owned,43,Car,2036-06-02,2036-05-02,288675,0,-0.19,0.63,False,False,False,True,True
280396,54333,377009,4270.97,891.57,44204,9449,Salaried,Single,36723,Rented,25,Education,2036-06-03,2036-05-03,35179,1,0.19,0.39,False,False,True,False,False
272930,469886,389752,3180.58,414.71,77884,23169,Self-employed,Married,93276,Owned,63,Education,2036-06-04,2036-05-04,249834,0,1.08,0.0,False,True,False,True,True
472103,459098,219097,2005.92,787.66,51761,97037,Unemployed,Married,89711,Owned,32,Home,2036-06-05,2036-05-05,150746,0,-1.4,0.56,False,False,False,False,True
185588,228658,343178,1852.35,385.5,48060,49291,Salaried,Single,36242,Owned,61,Business,2036-06-06,2036-05-06,269052,0,0.88,0.38,False,False,False,True,False
393277,58695,153989,2149.95,588.69,57272,56359,Unemployed,Single,13752,Parental,23,Business,2036-06-07,2036-05-07,211795,0,1.71,0.41,False,True,True,False,False
94031,225040,431643,3167.04,529.09,18253,47276,Self-employed,Single,89362,Rented,33,Car,2036-06-08,2036-05-08,47204,0,1.62,0.13,False,False,False,True,True
73134,218166,73011,1465.12,367.97,44961,44640,Self-employed,Married,98944,Rented,46,Car,2036-06-09,2036-05-09,250670,0,-1.32,0.06,True,True,False,False,True
460271,390028,158095,3110.24,709.7,133224,82381,Self-employed,Single,83656,Rented,46,Business,2036-06-10,2036-05-10,38504,0,0.53,0.94,True,False,False,False,False
336059,225669,376006,4309.76,555.65,35175,38336,Self-employed,Married,91796,Owned,21,Car,2036-06-11,2036-05-11,252463,0,-0.65,0.14,False,True,False,False,True
395090,191620,364446,917.41,420.15,113497,1555,Self-employed,Divorced,78307,Parental,61,Car,2036-06-12,2036-05-12,367106,0,-0.5,0.57,False,True,True,True,False
279605,419541,241526,2513.81,808.61,117866,78594,Salaried,Married,24266,Rented,54,Education,2036-06-13,2036-05-13,105937,0,-1.67,0.63,False,True,False,True,True
403277,331690,129055,1363.32,787.41,139240,70993,Unemployed,Divorced,27924,Rented,59,Business,2036-06-14,2036-05-14,11804,0,-0.35,0.59,True,True,False,True,True
55239,238388,70869,3278.76,165.07,131716,6841,Self-employed,Single,99012,Owned,23,Business,2036-06-15,2036-05-15,291121,0,1.0,0.07,True,False,True,False,True
374485,161176,80902,4114.76,638.58,74744,92675,Self-employed,Single,50661,Owned,41,Car,2036-06-16,2036-05-16,88362,0,0.03,0.28,True,True,False,False,False
210730,238618,116384,1496.06,520.49,63660,58690,Unemployed,Divorced,78178,Owned,24,Education,2036-06-17,2036-05-17,145369,0,-0.39,0.98,False,True,True,True,False
76994,132218,328490,524.97,752.2,83014,92693,Self-employed,Married,91117,Parental,40,Education,2036-06-18,2036-05-18,180889,0,0.26,0.74,True,False,False,True,True
86440,449322,151967,4814.3,293.69,19632,11239,Self-employed,Married,71907,Rented,27,Home,2036-06-19,2036-05-19,106312,0,-1.3,0.77,True,True,True,False,False
413926,232692,269472,3394.36,97.28,28747,17505,Salaried,Single,67659,Owned,47,Car,2036-06-20,2036-05-20,66561,0,-0.7,0.19,True,True,True,True,True
372345,373370,350081,2961.43,892.3,121637,10783,Unemployed,Divorced,99289,Owned,24,Education,2036-06-21,2036-05-21,368516,0,-0.74,0.42,False,False,False,True,False
444161,222263,409974,4594.44,387.14,24260,34237,Unemployed,Married,49196,Rented,33,Home,2036-06-22,2036-05-22,343940,1,-0.44,0.96,True,True,True,False,False
314969,468934,298784,4069.58,317.78,69687,18658,Salaried,Married,40828,Parental,30,Car,2036-06-23,2036-05-23,358327,0,0.78,0.25,False,True,False,True,True
183513,229242,66017,1210.13,281.15,48228,28308,Self-employed,Divorced,58813,Parental,33,Home,2036-06-24,2036-05-24,359636,0,-1.47,0.85,True,True,False,False,True
306305,107988,469932,4935.92,895.51,33968,80859,Self-employed,Married,19780,Owned,41,Home,2036-06-25,2036-05-25,18857,0,-1.23,0.12,True,False,True,True,True
498505,486670,280160,4921.26,794.23,149125,49090,Self-employed,Single,25285,Parental,32,Business,2036-06-26,2036-05-26,348181,0,-0.4,0.8,True,True,True,True,False
152248,84851,422933,1101.85,612.55,81493,71213,Salaried,Divorced,36282,Parental,41,Car,2036-06-27,2036-05-27,157436,0,-0.94,0.02,True,True,False,False,False
318670,55318,227246,1347.33,439.36,11718,97782,Self-employed,Married,19963,Owned,54,Education,2036-06-28,2036-05-28,323223,1,-0.55,0.64,True,False,False,True,False
192152,434053,459328,935.33,136.0,27544,41572,Self-employed,Married,17231,Parental,27,Business,2036-06-29,2036-05-29,129925,0,-0.12,0.35,False,False,True,True,False
302601,390266,230434,762.58,427.14,149443,11775,Salaried,Married,23903,Parental,37,Education,2036-06-30,2036-05-30,117018,0,-1.25,0.06,False,True,True,False,True
282985,104188,396328,4808.27,146.75,144824,76157,Salaried,Single,82978,Rented,57,Home,2036-07-01,2036-05-31,133580,0,0.79,0.76,True,True,True,False,True
368605,438230,373685,4516.71,108.42,120882,11983,Self-employed,Divorced,55295,Owned,52,Business,2036-07-02,2036-06-01,45144,0,3.05,0.89,True,False,True,False,False
114052,207389,76136,1628.11,214.16,99878,36386,Salaried,Married,67203,Owned,39,Car,2036-07-03,2036-06-02,189554,1,0.88,0.7,False,True,True,True,True
271931,308868,359291,3858.03,701.13,72785,9316,Self-employed,Divorced,24550,Owned,28,Business,2036-07-04,2036-06-03,62670,0,-0.11,0.91,False,False,True,False,False
455686,396699,198319,1509.97,473.61,127820,96584,Salaried,Divorced,56945,Parental,63,Business,2036-07-05,2036-06-04,309959,0,1.18,0.53,False,False,False,True,True
440914,88481,92351,3839.92,477.73,123967,18756,Self-employed,Married,72130,Parental,46,Education,2036-07-06,2036-06-05,148329,0,0.45,0.82,False,True,True,True,False
338760,382937,202253,2037.19,383.03,96581,15468,Self-employed,Married,66645,Parental,45,Education,2036-07-07,2036-06-06,271331,0,0.45,0.53,False,True,True,True,False
374989,495179,64366,642.09,887.17,83864,70125,Unemployed,Married,40391,Owned,40,Business,2036-07-08,2036-06-07,378199,0,-1.48,0.07,True,True,True,True,False
79050,67800,350520,4122.09,185.47,32526,23714,Salaried,Single,13000,Rented,64,Home,2036-07-09,2036-06-08,355959,0,0.91,0.3,False,True,False,False,False
231991,273051,471607,2969.55,221.05,132807,69143,Unemployed,Divorced,38914,Parental,23,Car,2036-07-10,2036-06-09,31171,0,1.26,0.57,True,True,False,False,False
351021,62863,408224,1137.03,673.84,115010,15849,Unemployed,Single,40651,Parental,31,Business,2036-07-11,2036-06-10,59546,0,0.61,0.9,True,False,False,False,True
416324,58288,396227,4198.03,112.34,55566,29048,Unemployed,Divorced,72624,Parental,46,Car,2036-07-12,2036-06-11,17149,0,1.21,0.83,True,False,False,True,False
138018,382638,396431,4309.24,862.07,58577,59471,Self-employed,Single,91774,Owned,54,Business,2036-07-13,2036-06-12,24604,0,-1.08,0.09,True,True,True,True,False
137725,327453,118202,1812.05,299.84,99407,39123,Salaried,Married,33308,Owned,58,Car,2036-07-14,2036-06-13,94644,0,-0.02,0.72,False,False,False,False,False
483719,159688,100602,1708.52,118.12,25516,86871,Unemployed,Married,77785,Rented,44,Business,2036-07-15,2036-06-14,370496,0,-0.44,0.81,False,True,True,False,False
107776,250837,182950,2511.68,230.25,24993,62588,Self-employed,Divorced,80790,Parental,21,Car,2036-07-16,2036-06-15,14311,0,0.07,0.27,True,False,False,False,False
115469,76402,244871,3036.02,882.26,111431,33981,Unemployed,Married,52524,Rented,31,Home,2036-07-17,2036-06-16,193749,0,-0.32,0.23,False,False,True,True,True
482295,356505,265886,4809.76,692.3,24906,75292,Unemployed,Divorced,50352,Parental,55,Car,2036-07-18,2036-06-17,374386,0,-0.86,0.27,False,True,False,False,True
385745,148137,417390,3276.63,522.71,89986,4092,Self-employed,Single,55889,Rented,47,Home,2036-07-19,2036-06-18,244608,0,0.04,0.21,False,False,True,True,True
114830,81195,43362,3525.21,328.71,85018,36885,Unemployed,Divorced,36849,Rented,39,Home,2036-07-20,2036-06-19,356255,0,0.1,0.49,False,True,False,False,False
69135,143324,140717,4963.77,494.65,118641,10418,Salaried,Divorced,16103,Rented,45,Car,2036-07-21,2036-06-20,308587,0,-0.69,0.33,False,False,True,False,True
73055,361710,310975,2792.44,361.8,92858,43769,Unemployed,Single,50220,Parental,61,Home,2036-07-22,2036-06-21,13099,0,0.44,0.19,False,False,True,False,False
78085,112238,285057,3933.46,685.88,61325,40909,Unemployed,Married,45142,Rented,50,Car,2036-07-23,2036-06-22,282780,0,-0.48,0.07,False,False,True,False,False
308498,494243,225115,4927.0,752.95,83564,11619,Unemployed,Divorced,53115,Rented,64,Car,2036-07-24,2036-06-23,346334,0,2.06,0.04,False,False,False,True,False
215350,266594,156410,2141.26,760.94,45596,92595,Unemployed,Divorced,21925,Owned,46,Education,2036-07-25,2036-06-24,228446,0,0.12,0.65,True,True,False,False,False
69389,498780,113016,3329.28,621.02,114553,35912,Salaried,Divorced,43626,Owned,37,Education,2036-07-26,2036-06-25,126408,0,1.28,0.26,False,True,True,True,True
254258,424529,213298,3549.53,529.78,75539,67826,Self-employed,Divorced,53680,Parental,51,Car,2036-07-27,2036-06-26,40201,0,1.67,0.49,True,False,True,True,False
133935,389305,201390,4639.97,846.81,128305,49159,Unemployed,Divorced,53285,Parental,48,Home,2036-07-28,2036-06-27,274345,0,0.81,0.79,True,False,True,True,True
325976,111715,400356,2457.05,204.98,12873,26675,Unemployed,Single,19649,Parental,54,Education,2036-07-29,2036-06-28,78665,0,1.4,0.64,True,True,False,False,True
442687,340945,68632,1030.23,715.06,78844,83464,Salaried,Single,62204,Parental,21,Home,2036-07-30,2036-06-29,21615,0,0.02,0.69,False,True,True,False,False
263843,366872,469166,1409.84,274.86,105531,11665,Salaried,Single,56794,Rented,37,Business,2036-07-31,2036-06-30,163346,1,-1.13,0.51,False,True,False,True,True
152651,379085,326104,4743.56,188.4,140155,50171,Self-employed,Married,99944,Parental,64,Business,2036-08-01,2036-07-01,123504,0,0.42,0.95,False,True,False,False,True
360083,285749,50233,2047.05,98.16,44956,59529,Salaried,Divorced,16962,Owned,35,Home,2036-08-02,2036-07-02,255847,1,0.44,0.43,True,True,True,True,False
326700,97625,357107,3737.7,734.98,122786,94662,Salaried,Married,79999,Rented,53,Education,2036-08-03,2036-07-03,295639,0,-0.42,1.0,True,True,False,True,False
213509,448706,470897,2512.68,804.61,88339,26662,Unemployed,Single,90677,Rented,24,Car,2036-08-04,2036-07-04,253191,0,0.04,0.37,False,True,True,False,False
285836,211737,284378,2554.85,896.07,86019,49059,Self-employed,Married,21672,Owned,62,Business,2036-08-05,2036-07-05,316403,0,-0.31,0.97,True,False,True,True,False
75939,468747,337552,1087.41,528.6,46004,80862,Self-employed,Married,47548,Parental,60,Home,2036-08-06,2036-07-06,369209,0,-0.1,0.94,False,False,False,True,False
120678,93363,228840,3367.09,168.75,92853,10656,Self-employed,Single,12934,Owned,38,Home,2036-08-07,2036-07-07,14407,1,-1.32,0.27,True,True,True,False,False
241709,488324,266128,1123.89,124.4,97398,3245,Unemployed,Married,19941,Owned,28,Business,2036-08-08,2036-07-08,367477,1,-2.06,0.09,False,False,True,True,True
214140,107103,359798,3112.92,149.47,77278,42661,Salaried,Married,82573,Rented,61,Education,2036-08-09,2036-07-09,328553,1,-0.88,0.78,True,True,False,True,False
169072,153247,108945,999.6,236.04,55761,29036,Salaried,Divorced,40602,Rented,22,Education,2036-08-10,2036-07-10,57546,0,0.05,0.79,False,False,True,False,True
283820,97582,305816,4584.94,777.41,80652,30702,Self-employed,Single,48062,Rented,62,Car,2036-08-11,2036-07-11,165620,0,0.42,0.83,False,False,False,False,True
231937,459710,149078,3387.25,490.2,83125,7742,Salaried,Single,35325,Parental,39,Car,2036-08-12,2036-07-12,200505,0,1.06,0.11,False,True,False,True,True
80572,179093,428864,4716.48,870.91,73449,68855,Unemployed,Single,49815,Parental,39,Business,2036-08-13,2036-07-13,263029,0,-0.99,0.76,False,False,False,False,True
173184,145434,45642,2764.35,497.76,72097,31201,Salaried,Single,54121,Parental,36,Home,2036-08-14,2036-07-14,301136,0,-2.25,0.66,False,True,True,True,False
